Pincode,District,StateName,Population,
110001,DELHI,Delhi,16753235,Y
110002,DELHI,Delhi,16753235,Y
110003,DELHI,Delhi,16753235,Y
110004,DELHI,Delhi,16753235,Y
110005,DELHI,Delhi,16753235,Y
110006,DELHI,Delhi,16753235,Y
110007,DELHI,Delhi,16753235,Y
110008,DELHI,Delhi,16753235,Y
110009,DELHI,Delhi,16753235,Y
110010,DELHI,Delhi,16753235,Y
110011,DELHI,Delhi,16753235,Y
110012,DELHI,Delhi,16753235,Y
110013,DELHI,Delhi,16753235,Y
110014,DELHI,Delhi,16753235,Y
110015,DELHI,Delhi,16753235,Y
110016,DELHI,Delhi,16753235,Y
110017,DELHI,Delhi,16753235,Y
110018,DELHI,Delhi,16753235,Y
110019,DELHI,Delhi,16753235,Y
110020,DELHI,Delhi,16753235,Y
110021,DELHI,Delhi,16753235,Y
110022,DELHI,Delhi,16753235,Y
110023,DELHI,Delhi,16753235,Y
110024,DELHI,Delhi,16753235,Y
110025,DELHI,Delhi,16753235,Y
110026,DELHI,Delhi,16753235,Y
110027,DELHI,Delhi,16753235,Y
110028,DELHI,Delhi,16753235,Y
110029,DELHI,Delhi,16753235,Y
110030,DELHI,Delhi,16753235,Y
110031,DELHI,Delhi,16753235,Y
110032,DELHI,Delhi,16753235,Y
110033,DELHI,Delhi,16753235,Y
110034,DELHI,Delhi,16753235,Y
110035,DELHI,Delhi,16753235,Y
110036,DELHI,Delhi,16753235,Y
110037,DELHI,Delhi,16753235,Y
110038,DELHI,Delhi,16753235,Y
110039,DELHI,Delhi,16753235,Y
110040,DELHI,Delhi,16753235,Y
110041,DELHI,Delhi,16753235,Y
110042,DELHI,Delhi,16753235,Y
110043,DELHI,Delhi,16753235,Y
110044,DELHI,Delhi,16753235,Y
110045,DELHI,Delhi,16753235,Y
110046,DELHI,Delhi,16753235,Y
110047,DELHI,Delhi,16753235,Y
110048,DELHI,Delhi,16753235,Y
110049,DELHI,Delhi,16753235,Y
110051,DELHI,Delhi,16753235,Y
110052,DELHI,Delhi,16753235,Y
110053,DELHI,Delhi,16753235,Y
110054,DELHI,Delhi,16753235,Y
110055,DELHI,Delhi,16753235,Y
110056,DELHI,Delhi,16753235,Y
110057,DELHI,Delhi,16753235,Y
110058,DELHI,Delhi,16753235,Y
110059,DELHI,Delhi,16753235,Y
110060,DELHI,Delhi,16753235,Y
110061,DELHI,Delhi,16753235,Y
110062,DELHI,Delhi,16753235,Y
110063,DELHI,Delhi,16753235,Y
110064,DELHI,Delhi,16753235,Y
110065,DELHI,Delhi,16753235,Y
110066,DELHI,Delhi,16753235,Y
110067,DELHI,Delhi,16753235,Y
110068,DELHI,Delhi,16753235,Y
110069,DELHI,Delhi,16753235,Y
110070,DELHI,Delhi,16753235,Y
110071,DELHI,Delhi,16753235,Y
110072,DELHI,Delhi,16753235,Y
110073,DELHI,Delhi,16753235,Y
110074,DELHI,Delhi,16753235,Y
110075,DELHI,Delhi,16753235,Y
110076,DELHI,Delhi,16753235,Y
110077,DELHI,Delhi,16753235,Y
110078,DELHI,Delhi,16753235,Y
110080,DELHI,Delhi,16753235,Y
110081,DELHI,Delhi,16753235,Y
110082,DELHI,Delhi,16753235,Y
110083,DELHI,Delhi,16753235,Y
110084,DELHI,Delhi,16753235,Y
110085,DELHI,Delhi,16753235,Y
110086,DELHI,Delhi,16753235,Y
110087,DELHI,Delhi,16753235,Y
110088,DELHI,Delhi,16753235,Y
110089,DELHI,Delhi,16753235,Y
110090,DELHI,Delhi,16753235,Y
110091,DELHI,Delhi,16753235,Y
110092,DELHI,Delhi,16753235,Y
110093,DELHI,Delhi,16753235,Y
110094,DELHI,Delhi,16753235,Y
110095,DELHI,Delhi,16753235,Y
110096,DELHI,Delhi,16753235,Y
110097,DELHI,Delhi,16753235,Y
110099,DELHI,Delhi,16753235,Y
121001,FARIDABAD,Haryana,1471845,Y
121002,FARIDABAD,Haryana,1471845,Y
121003,FARIDABAD,Haryana,1471845,Y
121004,FARIDABAD,Haryana,1471845,Y
121005,FARIDABAD,Haryana,1471845,Y
121006,FARIDABAD,Haryana,1471845,Y
121007,FARIDABAD,Haryana,1471845,Y
121008,FARIDABAD,Haryana,1471845,Y
121009,FARIDABAD,Haryana,1471845,Y
121010,FARIDABAD,Haryana,1471845,Y
121012,FARIDABAD,Haryana,1471845,Y
121013,FARIDABAD,Haryana,1471845,Y
121014,FARIDABAD,Haryana,1471845,Y
121015,FARIDABAD,Haryana,1471845,Y
121101,FARIDABAD,Haryana,1471845,Y
121103,FARIDABAD,Haryana,1471845,Y
121105,FARIDABAD,Haryana,1471845,Y
121106,FARIDABAD,Haryana,1471845,Y
121107,FARIDABAD,Haryana,1471845,Y
122001,GURGAON,Haryana,1758008,Y
122002,GURGAON,Haryana,1758008,Y
122003,GURGAON,Haryana,1758008,Y
122004,GURGAON,Haryana,1758008,Y
122005,GURGAON,Haryana,1758008,Y
122006,GURGAON,Haryana,1758008,Y
122007,GURGAON,Haryana,1758008,Y
122008,GURGAON,Haryana,1758008,Y
122009,GURGAON,Haryana,1758008,Y
122010,GURGAON,Haryana,1758008,Y
122011,GURGAON,Haryana,1758008,Y
122012,GURGAON,Haryana,1758008,Y
122015,GURGAON,Haryana,1758008,Y
122016,GURGAON,Haryana,1758008,Y
122017,GURGAON,Haryana,1758008,Y
122018,GURGAON,Haryana,1758008,Y
122051,GURGAON,Haryana,1758008,Y
122052,GURGAON,Haryana,1758008,Y
122098,GURGAON,Haryana,1758008,Y
122101,GURGAON,Haryana,1758008,Y
122102,GURGAON,Haryana,1758008,Y
122103,GURGAON,Haryana,1758008,Y
122413,GURGAON,Haryana,1758008,Y
122502,GURGAON,Haryana,1758008,Y
122503,GURGAON,Haryana,1758008,Y
122504,GURGAON,Haryana,1758008,Y
122505,GURGAON,Haryana,1758008,Y
122506,GURGAON,Haryana,1758008,Y
124001,ROHTAK,Haryana,1241045,Y
124010,ROHTAK,Haryana,1241045,Y
124021,ROHTAK,Haryana,1241045,Y
124022,ROHTAK,Haryana,1241045,Y
124111,ROHTAK,Haryana,1241045,Y
124112,ROHTAK,Haryana,1241045,Y
124113,ROHTAK,Haryana,1241045,Y
124303,ROHTAK,Haryana,1241045,Y
124401,ROHTAK,Haryana,1241045,Y
124406,ROHTAK,Haryana,1241045,Y
124411,ROHTAK,Haryana,1241045,Y
124412,ROHTAK,Haryana,1241045,Y
124501,ROHTAK,Haryana,1241045,Y
124513,ROHTAK,Haryana,1241045,Y
124514,ROHTAK,Haryana,1241045,Y
125001,HISAR,Haryana,1689973,Y
125004,HISAR,Haryana,1689973,Y
125005,HISAR,Haryana,1689973,Y
125006,HISAR,Haryana,1689973,Y
125007,HISAR,Haryana,1689973,Y
125011,HISAR,Haryana,1689973,Y
125033,HISAR,Haryana,1689973,Y
125037,HISAR,Haryana,1689973,Y
125038,HISAR,Haryana,1689973,Y
125039,HISAR,Haryana,1689973,Y
125042,HISAR,Haryana,1689973,Y
125044,HISAR,Haryana,1689973,Y
125047,HISAR,Haryana,1689973,Y
125049,HISAR,Haryana,1689973,Y
125052,HISAR,Haryana,1689973,Y
125113,HISAR,Haryana,1689973,Y
125121,HISAR,Haryana,1689973,Y
125133,HISAR,Haryana,1689973,Y
132101,PANIPAT,Haryana,602250,Y
132102,PANIPAT,Haryana,602250,Y
132103,PANIPAT,Haryana,602250,Y
132104,PANIPAT,Haryana,602250,Y
132105,PANIPAT,Haryana,602250,Y
132106,PANIPAT,Haryana,602250,Y
132107,PANIPAT,Haryana,602250,Y
132108,PANIPAT,Haryana,602250,Y
132113,PANIPAT,Haryana,602250,Y
132115,PANIPAT,Haryana,602250,Y
132122,PANIPAT,Haryana,602250,Y
132140,PANIPAT,Haryana,602250,Y
132145,PANIPAT,Haryana,602250,Y
133103,YAMUNANAGAR,Haryana,1101699,Y
133204,YAMUNANAGAR,Haryana,1101699,Y
133206,YAMUNANAGAR,Haryana,1101699,Y
135001,YAMUNANAGAR,Haryana,1101699,Y
135003,YAMUNANAGAR,Haryana,1101699,Y
135004,YAMUNANAGAR,Haryana,1101699,Y
135021,YAMUNANAGAR,Haryana,1101699,Y
135101,YAMUNANAGAR,Haryana,1101699,Y
135102,YAMUNANAGAR,Haryana,1101699,Y
135103,YAMUNANAGAR,Haryana,1101699,Y
135106,YAMUNANAGAR,Haryana,1101699,Y
135133,YAMUNANAGAR,Haryana,1101699,Y
140401,PATIALA,Punjab,576670,Y
140402,PATIALA,Punjab,576670,Y
140417,PATIALA,Punjab,576670,Y
140601,PATIALA,Punjab,576670,Y
140602,PATIALA,Punjab,576670,Y
140701,PATIALA,Punjab,576670,Y
140702,PATIALA,Punjab,576670,Y
141001,LUDHIANA,Punjab,3399815,Y
141002,LUDHIANA,Punjab,3399815,Y
141003,LUDHIANA,Punjab,3399815,Y
141004,LUDHIANA,Punjab,3399815,Y
141006,LUDHIANA,Punjab,3399815,Y
141007,LUDHIANA,Punjab,3399815,Y
141008,LUDHIANA,Punjab,3399815,Y
141010,LUDHIANA,Punjab,3399815,Y
141012,LUDHIANA,Punjab,3399815,Y
141013,LUDHIANA,Punjab,3399815,Y
141014,LUDHIANA,Punjab,3399815,Y
141015,LUDHIANA,Punjab,3399815,Y
141016,LUDHIANA,Punjab,3399815,Y
141017,LUDHIANA,Punjab,3399815,Y
141101,LUDHIANA,Punjab,3399815,Y
141102,LUDHIANA,Punjab,3399815,Y
141103,LUDHIANA,Punjab,3399815,Y
141104,LUDHIANA,Punjab,3399815,Y
141105,LUDHIANA,Punjab,3399815,Y
141106,LUDHIANA,Punjab,3399815,Y
141107,LUDHIANA,Punjab,3399815,Y
141108,LUDHIANA,Punjab,3399815,Y
141109,LUDHIANA,Punjab,3399815,Y
141110,LUDHIANA,Punjab,3399815,Y
141112,LUDHIANA,Punjab,3399815,Y
141113,LUDHIANA,Punjab,3399815,Y
141114,LUDHIANA,Punjab,3399815,Y
141115,LUDHIANA,Punjab,3399815,Y
141116,LUDHIANA,Punjab,3399815,Y
141117,LUDHIANA,Punjab,3399815,Y
141118,LUDHIANA,Punjab,3399815,Y
141119,LUDHIANA,Punjab,3399815,Y
141120,LUDHIANA,Punjab,3399815,Y
141121,LUDHIANA,Punjab,3399815,Y
141122,LUDHIANA,Punjab,3399815,Y
141123,LUDHIANA,Punjab,3399815,Y
141125,LUDHIANA,Punjab,3399815,Y
141126,LUDHIANA,Punjab,3399815,Y
141127,LUDHIANA,Punjab,3399815,Y
141201,LUDHIANA,Punjab,3399815,Y
141202,LUDHIANA,Punjab,3399815,Y
141203,LUDHIANA,Punjab,3399815,Y
141204,LUDHIANA,Punjab,3399815,Y
141205,LUDHIANA,Punjab,3399815,Y
141206,LUDHIANA,Punjab,3399815,Y
141401,LUDHIANA,Punjab,3399815,Y
141412,LUDHIANA,Punjab,3399815,Y
141413,LUDHIANA,Punjab,3399815,Y
141414,LUDHIANA,Punjab,3399815,Y
141415,LUDHIANA,Punjab,3399815,Y
141416,LUDHIANA,Punjab,3399815,Y
141417,LUDHIANA,Punjab,3399815,Y
141418,LUDHIANA,Punjab,3399815,Y
141419,LUDHIANA,Punjab,3399815,Y
141421,LUDHIANA,Punjab,3399815,Y
141422,LUDHIANA,Punjab,3399815,Y
142021,LUDHIANA,Punjab,3399815,Y
142022,LUDHIANA,Punjab,3399815,Y
142023,LUDHIANA,Punjab,3399815,Y
142024,LUDHIANA,Punjab,3399815,Y
142025,LUDHIANA,Punjab,3399815,Y
142026,LUDHIANA,Punjab,3399815,Y
142027,LUDHIANA,Punjab,3399815,Y
142028,LUDHIANA,Punjab,3399815,Y
142029,LUDHIANA,Punjab,3399815,Y
142030,LUDHIANA,Punjab,3399815,Y
142031,LUDHIANA,Punjab,3399815,Y
142032,LUDHIANA,Punjab,3399815,Y
142033,LUDHIANA,Punjab,3399815,Y
142034,LUDHIANA,Punjab,3399815,Y
142035,LUDHIANA,Punjab,3399815,Y
142036,LUDHIANA,Punjab,3399815,Y
143001,AMRITSAR,Punjab,2492873,Y
143002,AMRITSAR,Punjab,2492873,Y
143003,AMRITSAR,Punjab,2492873,Y
143005,AMRITSAR,Punjab,2492873,Y
143006,AMRITSAR,Punjab,2492873,Y
143008,AMRITSAR,Punjab,2492873,Y
143009,AMRITSAR,Punjab,2492873,Y
143022,AMRITSAR,Punjab,2492873,Y
143101,AMRITSAR,Punjab,2492873,Y
143102,AMRITSAR,Punjab,2492873,Y
143103,AMRITSAR,Punjab,2492873,Y
143105,AMRITSAR,Punjab,2492873,Y
143107,AMRITSAR,Punjab,2492873,Y
143108,AMRITSAR,Punjab,2492873,Y
143109,AMRITSAR,Punjab,2492873,Y
143111,AMRITSAR,Punjab,2492873,Y
143112,AMRITSAR,Punjab,2492873,Y
143113,AMRITSAR,Punjab,2492873,Y
143114,AMRITSAR,Punjab,2492873,Y
143115,AMRITSAR,Punjab,2492873,Y
143116,AMRITSAR,Punjab,2492873,Y
143119,AMRITSAR,Punjab,2492873,Y
143149,AMRITSAR,Punjab,2492873,Y
143201,AMRITSAR,Punjab,2492873,Y
143202,AMRITSAR,Punjab,2492873,Y
143203,AMRITSAR,Punjab,2492873,Y
143204,AMRITSAR,Punjab,2492873,Y
143205,AMRITSAR,Punjab,2492873,Y
143304,AMRITSAR,Punjab,2492873,Y
143501,AMRITSAR,Punjab,2492873,Y
143502,AMRITSAR,Punjab,2492873,Y
143504,AMRITSAR,Punjab,2492873,Y
143601,AMRITSAR,Punjab,2492873,Y
143603,AMRITSAR,Punjab,2492873,Y
143606,AMRITSAR,Punjab,2492873,Y
144001,JALANDHAR,Punjab,4066339,Y
144002,JALANDHAR,Punjab,4066339,Y
144003,JALANDHAR,Punjab,4066339,Y
144004,JALANDHAR,Punjab,4066339,Y
144005,JALANDHAR,Punjab,4066339,Y
144006,JALANDHAR,Punjab,4066339,Y
144007,JALANDHAR,Punjab,4066339,Y
144008,JALANDHAR,Punjab,4066339,Y
144009,JALANDHAR,Punjab,4066339,Y
144010,JALANDHAR,Punjab,4066339,Y
144011,JALANDHAR,Punjab,4066339,Y
144020,JALANDHAR,Punjab,4066339,Y
144021,JALANDHAR,Punjab,4066339,Y
144022,JALANDHAR,Punjab,4066339,Y
144023,JALANDHAR,Punjab,4066339,Y
144024,JALANDHAR,Punjab,4066339,Y
144025,JALANDHAR,Punjab,4066339,Y
144026,JALANDHAR,Punjab,4066339,Y
144027,JALANDHAR,Punjab,4066339,Y
144028,JALANDHAR,Punjab,4066339,Y
144029,JALANDHAR,Punjab,4066339,Y
144030,JALANDHAR,Punjab,4066339,Y
144031,JALANDHAR,Punjab,4066339,Y
144032,JALANDHAR,Punjab,4066339,Y
144033,JALANDHAR,Punjab,4066339,Y
144034,JALANDHAR,Punjab,4066339,Y
144035,JALANDHAR,Punjab,4066339,Y
144036,JALANDHAR,Punjab,4066339,Y
144037,JALANDHAR,Punjab,4066339,Y
144039,JALANDHAR,Punjab,4066339,Y
144040,JALANDHAR,Punjab,4066339,Y
144041,JALANDHAR,Punjab,4066339,Y
144042,JALANDHAR,Punjab,4066339,Y
144043,JALANDHAR,Punjab,4066339,Y
144044,JALANDHAR,Punjab,4066339,Y
144101,JALANDHAR,Punjab,4066339,Y
144102,JALANDHAR,Punjab,4066339,Y
144103,JALANDHAR,Punjab,4066339,Y
144104,JALANDHAR,Punjab,4066339,Y
144106,JALANDHAR,Punjab,4066339,Y
144201,JALANDHAR,Punjab,4066339,Y
144301,JALANDHAR,Punjab,4066339,Y
144302,JALANDHAR,Punjab,4066339,Y
144303,JALANDHAR,Punjab,4066339,Y
144311,JALANDHAR,Punjab,4066339,Y
144402,JALANDHAR,Punjab,4066339,Y
144403,JALANDHAR,Punjab,4066339,Y
144405,JALANDHAR,Punjab,4066339,Y
144407,JALANDHAR,Punjab,4066339,Y
144408,JALANDHAR,Punjab,4066339,Y
144409,JALANDHAR,Punjab,4066339,Y
144410,JALANDHAR,Punjab,4066339,Y
144415,JALANDHAR,Punjab,4066339,Y
144416,JALANDHAR,Punjab,4066339,Y
144417,JALANDHAR,Punjab,4066339,Y
144418,JALANDHAR,Punjab,4066339,Y
144419,JALANDHAR,Punjab,4066339,Y
144422,JALANDHAR,Punjab,4066339,Y
144502,JALANDHAR,Punjab,4066339,Y
144509,JALANDHAR,Punjab,4066339,Y
144629,JALANDHAR,Punjab,4066339,Y
144630,JALANDHAR,Punjab,4066339,Y
144633,JALANDHAR,Punjab,4066339,Y
144701,JALANDHAR,Punjab,4066339,Y
144702,JALANDHAR,Punjab,4066339,Y
144703,JALANDHAR,Punjab,4066339,Y
144801,JALANDHAR,Punjab,4066339,Y
144805,JALANDHAR,Punjab,4066339,Y
144806,JALANDHAR,Punjab,4066339,Y
147001,PATIALA,Punjab,576670,Y
147002,PATIALA,Punjab,576670,Y
147003,PATIALA,Punjab,576670,Y
147004,PATIALA,Punjab,576670,Y
147005,PATIALA,Punjab,576670,Y
147006,PATIALA,Punjab,576670,Y
147007,PATIALA,Punjab,576670,Y
147021,PATIALA,Punjab,576670,Y
147101,PATIALA,Punjab,576670,Y
147102,PATIALA,Punjab,576670,Y
147103,PATIALA,Punjab,576670,Y
147105,PATIALA,Punjab,576670,Y
147111,PATIALA,Punjab,576670,Y
147201,PATIALA,Punjab,576670,Y
147202,PATIALA,Punjab,576670,Y
151001,BATHINDA,Punjab,1172007,Y
151002,BATHINDA,Punjab,1172007,Y
151003,BATHINDA,Punjab,1172007,Y
151004,BATHINDA,Punjab,1172007,Y
151005,BATHINDA,Punjab,1172007,Y
151101,BATHINDA,Punjab,1172007,Y
151102,BATHINDA,Punjab,1172007,Y
151103,BATHINDA,Punjab,1172007,Y
151104,BATHINDA,Punjab,1172007,Y
151105,BATHINDA,Punjab,1172007,Y
151106,BATHINDA,Punjab,1172007,Y
151108,BATHINDA,Punjab,1172007,Y
151111,BATHINDA,Punjab,1172007,Y
151201,BATHINDA,Punjab,1172007,Y
151206,BATHINDA,Punjab,1172007,Y
151301,BATHINDA,Punjab,1172007,Y
151302,BATHINDA,Punjab,1172007,Y
151401,BATHINDA,Punjab,1172007,Y
151501,BATHINDA,Punjab,1172007,Y
151509,BATHINDA,Punjab,1172007,Y
160001,CHANDIGHAR,Punjab,1055450,Y
160002,CHANDIGHAR,Punjab,1055450,Y
160003,CHANDIGHAR,Punjab,1055450,Y
160005,CHANDIGHAR,Punjab,1055450,Y
160012,CHANDIGHAR,Punjab,1055450,Y
160014,CHANDIGHAR,Punjab,1055450,Y
160016,CHANDIGHAR,Punjab,1055450,Y
160018,CHANDIGHAR,Punjab,1055450,Y
160019,CHANDIGHAR,Punjab,1055450,Y
160030,CHANDIGHAR,Punjab,1055450,Y
160036,CHANDIGHAR,Punjab,1055450,Y
160101,CHANDIGHAR,Punjab,1055450,Y
160102,CHANDIGHAR,Punjab,1055450,Y
201001,GHAZIABAD,Uttar Pradesh,3856744,Y
201002,GHAZIABAD,Uttar Pradesh,3856744,Y
201003,GHAZIABAD,Uttar Pradesh,3856744,Y
201004,GHAZIABAD,Uttar Pradesh,3856744,Y
201005,GHAZIABAD,Uttar Pradesh,3856744,Y
201006,GHAZIABAD,Uttar Pradesh,3856744,Y
201007,GHAZIABAD,Uttar Pradesh,3856744,Y
201009,GHAZIABAD,Uttar Pradesh,3856744,Y
201010,GHAZIABAD,Uttar Pradesh,3856744,Y
201011,GHAZIABAD,Uttar Pradesh,3856744,Y
201012,GHAZIABAD,Uttar Pradesh,3856744,Y
201013,GHAZIABAD,Uttar Pradesh,3856744,Y
201014,GHAZIABAD,Uttar Pradesh,3856744,Y
201015,GHAZIABAD,Uttar Pradesh,3856744,Y
201016,GHAZIABAD,Uttar Pradesh,3856744,Y
201017,GHAZIABAD,Uttar Pradesh,3856744,Y
201018,GHAZIABAD,Uttar Pradesh,3856744,Y
201019,GHAZIABAD,Uttar Pradesh,3856744,Y
201020,GHAZIABAD,Uttar Pradesh,3856744,Y
201021,GHAZIABAD,Uttar Pradesh,3856744,Y
201102,GHAZIABAD,Uttar Pradesh,3856744,Y
201103,GHAZIABAD,Uttar Pradesh,3856744,Y
201201,GHAZIABAD,Uttar Pradesh,3856744,Y
201204,GHAZIABAD,Uttar Pradesh,3856744,Y
201206,GHAZIABAD,Uttar Pradesh,3856744,Y
208001,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208002,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208003,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208004,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208005,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208006,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208007,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208008,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208009,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208010,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208011,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208012,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208013,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208014,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208015,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208016,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208017,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208019,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208020,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208021,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208022,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208023,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208024,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208025,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208026,KANPUR NAGAR,Uttar Pradesh,4576657,Y
208027,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209101,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209111,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209112,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209115,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209121,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209125,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209202,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209203,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209204,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209205,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209206,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209208,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209209,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209210,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209214,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209217,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209301,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209302,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209304,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209305,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209307,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209308,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209310,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209311,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209312,KANPUR DEHAT,Uttar Pradesh,1734118,Y
209401,KANPUR NAGAR,Uttar Pradesh,4576657,Y
209881,KANPUR DEHAT,Uttar Pradesh,1734118,Y
211001,ALLAHABAD,Uttar Pradesh,5638157,Y
211002,ALLAHABAD,Uttar Pradesh,5638157,Y
211003,ALLAHABAD,Uttar Pradesh,5638157,Y
211004,ALLAHABAD,Uttar Pradesh,5638157,Y
211005,ALLAHABAD,Uttar Pradesh,5638157,Y
211006,ALLAHABAD,Uttar Pradesh,5638157,Y
211007,ALLAHABAD,Uttar Pradesh,5638157,Y
211008,ALLAHABAD,Uttar Pradesh,5638157,Y
211010,ALLAHABAD,Uttar Pradesh,5638157,Y
211011,ALLAHABAD,Uttar Pradesh,5638157,Y
211012,ALLAHABAD,Uttar Pradesh,5638157,Y
211013,ALLAHABAD,Uttar Pradesh,5638157,Y
211014,ALLAHABAD,Uttar Pradesh,5638157,Y
211015,ALLAHABAD,Uttar Pradesh,5638157,Y
211016,ALLAHABAD,Uttar Pradesh,5638157,Y
211017,ALLAHABAD,Uttar Pradesh,5638157,Y
211018,ALLAHABAD,Uttar Pradesh,5638157,Y
211019,ALLAHABAD,Uttar Pradesh,5638157,Y
211021,ALLAHABAD,Uttar Pradesh,5638157,Y
211022,ALLAHABAD,Uttar Pradesh,5638157,Y
212104,ALLAHABAD,Uttar Pradesh,5638157,Y
212105,ALLAHABAD,Uttar Pradesh,5638157,Y
212106,ALLAHABAD,Uttar Pradesh,5638157,Y
212107,ALLAHABAD,Uttar Pradesh,5638157,Y
212108,ALLAHABAD,Uttar Pradesh,5638157,Y
212109,ALLAHABAD,Uttar Pradesh,5638157,Y
212111,ALLAHABAD,Uttar Pradesh,5638157,Y
212201,ALLAHABAD,Uttar Pradesh,5638157,Y
212206,ALLAHABAD,Uttar Pradesh,5638157,Y
212212,ALLAHABAD,Uttar Pradesh,5638157,Y
212301,ALLAHABAD,Uttar Pradesh,5638157,Y
212302,ALLAHABAD,Uttar Pradesh,5638157,Y
212303,ALLAHABAD,Uttar Pradesh,5638157,Y
212305,ALLAHABAD,Uttar Pradesh,5638157,Y
212306,ALLAHABAD,Uttar Pradesh,5638157,Y
212307,ALLAHABAD,Uttar Pradesh,5638157,Y
212401,ALLAHABAD,Uttar Pradesh,5638157,Y
212402,ALLAHABAD,Uttar Pradesh,5638157,Y
212404,ALLAHABAD,Uttar Pradesh,5638157,Y
212405,ALLAHABAD,Uttar Pradesh,5638157,Y
212502,ALLAHABAD,Uttar Pradesh,5638157,Y
212503,ALLAHABAD,Uttar Pradesh,5638157,Y
212507,ALLAHABAD,Uttar Pradesh,5638157,Y
221001,VARANASI,Uttar Pradesh,3191864,Y
221002,VARANASI,Uttar Pradesh,3191864,Y
221003,VARANASI,Uttar Pradesh,3191864,Y
221004,VARANASI,Uttar Pradesh,3191864,Y
221005,VARANASI,Uttar Pradesh,3191864,Y
221006,VARANASI,Uttar Pradesh,3191864,Y
221007,VARANASI,Uttar Pradesh,3191864,Y
221008,VARANASI,Uttar Pradesh,3191864,Y
221010,VARANASI,Uttar Pradesh,3191864,Y
221011,VARANASI,Uttar Pradesh,3191864,Y
221101,VARANASI,Uttar Pradesh,3191864,Y
221103,VARANASI,Uttar Pradesh,3191864,Y
221104,VARANASI,Uttar Pradesh,3191864,Y
221105,VARANASI,Uttar Pradesh,3191864,Y
221106,VARANASI,Uttar Pradesh,3191864,Y
221107,VARANASI,Uttar Pradesh,3191864,Y
221108,VARANASI,Uttar Pradesh,3191864,Y
221109,VARANASI,Uttar Pradesh,3191864,Y
221112,VARANASI,Uttar Pradesh,3191864,Y
221116,VARANASI,Uttar Pradesh,3191864,Y
221201,VARANASI,Uttar Pradesh,3191864,Y
221202,VARANASI,Uttar Pradesh,3191864,Y
221204,VARANASI,Uttar Pradesh,3191864,Y
221206,VARANASI,Uttar Pradesh,3191864,Y
221207,VARANASI,Uttar Pradesh,3191864,Y
221208,VARANASI,Uttar Pradesh,3191864,Y
221302,VARANASI,Uttar Pradesh,3191864,Y
221305,VARANASI,Uttar Pradesh,3191864,Y
221306,VARANASI,Uttar Pradesh,3191864,Y
221307,VARANASI,Uttar Pradesh,3191864,Y
221308,VARANASI,Uttar Pradesh,3191864,Y
221309,VARANASI,Uttar Pradesh,3191864,Y
221311,VARANASI,Uttar Pradesh,3191864,Y
221313,VARANASI,Uttar Pradesh,3191864,Y
